date,time,flight_no,airline,status,destination,terminal,aisle,gate,status_time,cal_time,delta
2023-09-05,11:15,HX 658,CRK,Dep 11:07,OKA,T1,K,17,2023-09-05 11:07:00,2023-09-05 11:15:00,-8.0
2023-09-05,11:15,AK 2280,AXM,Dep 11:30,PEN,T1,L,10,2023-09-05 11:30:00,2023-09-05 11:15:00,15.0
2023-09-05,11:15,UA 862,UAL,Dep 23:02,SFO,T1,G,6,2023-09-05 23:02:00,2023-09-05 11:15:00,707.0
2023-09-05,11:20,HX 161,CRK,Dep 11:21,SYX,T1,K,16,2023-09-05 11:21:00,2023-09-05 11:20:00,1.0
2023-09-05,11:20,UO 898,HKE,Dep 11:31,KIX,T1,H,18,2023-09-05 11:31:00,2023-09-05 11:20:00,11.0
2023-09-05,11:30,HX 618,CRK,Dep 11:23,KIX,T1,K,43,2023-09-05 11:23:00,2023-09-05 11:30:00,-7.0
2023-09-05,11:30,CX 2717,CPA,Dep 11:41,SIN,T1,C,64,2023-09-05 11:41:00,2023-09-05 11:30:00,11.0
2023-09-05,11:35,UO 690,HKE,Dep 11:50,NGO,T1,H,40,2023-09-05 11:50:00,2023-09-05 11:35:00,15.0
2023-09-05,11:35,MU 766,CES,Dep 11:15,NKG,T1,J,25,2023-09-05 11:15:00,2023-09-05 11:35:00,-20.0
2023-09-05,11:40,CX 370,CPA,Dep 11:46,PVG,T1,A,14,2023-09-05 11:46:00,2023-09-05 11:40:00,6.0
2023-09-05,11:50,HO 1302,DKH,Dep 11:49,PVG,T1,K,41,2023-09-05 11:49:00,2023-09-05 11:50:00,-1.0
2023-09-05,12:00,AK 139,AXM,Dep 12:06,KUL,T1,L,8,2023-09-05 12:06:00,2023-09-05 12:00:00,6.0
2023-09-05,12:00,PR 301,PAL,Dep 12:04,MNL,T1,F,31,2023-09-05 12:04:00,2023-09-05 12:00:00,4.0
2023-09-05,12:00,CX 332,CPA,Dep 11:58,PEK,T1,A,60,2023-09-05 11:58:00,2023-09-05 12:00:00,-2.0
2023-09-05,12:05,OM 298,MGL,Dep 12:04,UBN,T1,G,61,2023-09-05 12:04:00,2023-09-05 12:05:00,-1.0
2023-09-05,12:05,MU 722,CES,Dep 12:06,SHA,T1,J,71,2023-09-05 12:06:00,2023-09-05 12:05:00,1.0
2023-09-05,12:10,7C 2104,JJA,Dep 12:07,ICN,T1,E,70,2023-09-05 12:07:00,2023-09-05 12:10:00,-3.0
2023-09-05,12:15,CX 960,CPA,Dep 12:48,HGH,T1,A,67,2023-09-05 12:48:00,2023-09-05 12:15:00,33.0
2023-09-05,12:15,KE 172,KAL,Dep 12:20,ICN,T1,G,23,2023-09-05 12:20:00,2023-09-05 12:15:00,5.0
2023-09-05,12:20,CA 412,CCA,Dep 12:15,TFU,T1,J,29,2023-09-05 12:15:00,2023-09-05 12:20:00,-5.0
2023-09-05,12:25,SQ 875,SIA,Dep 12:31,SIN,T1,F,5,2023-09-05 12:31:00,2023-09-05 12:25:00,6.0
2023-09-05,12:25,UO 112,HKE,Dep 12:30,TPE,T1,H,44,2023-09-05 12:30:00,2023-09-05 12:25:00,5.0
2023-09-05,12:35,HX 254,CRK,Dep 12:39,TPE,T1,K,35,2023-09-05 12:39:00,2023-09-05 12:35:00,4.0
2023-09-05,12:35,HX 775,CRK,Dep 12:37,BKK,T1,K,46,2023-09-05 12:37:00,2023-09-05 12:35:00,2.0
2023-09-05,12:35,UO 638,HKE,Dep 12:46,FUK,T1,H,15,2023-09-05 12:46:00,2023-09-05 12:35:00,11.0
2023-09-05,12:45,CA 102,CCA,Dep 12:37,PEK,T1,J,6,2023-09-05 12:37:00,2023-09-05 12:45:00,-8.0
2023-09-05,12:45,OZ 722,AAR,Dep 12:54,ICN,T1,E,11,2023-09-05 12:54:00,2023-09-05 12:45:00,9.0
2023-09-05,12:45,CX 952,CPA,Dep 12:45,CGO,T1,A,21,2023-09-05 12:45:00,2023-09-05 12:45:00,0.0
2023-09-05,12:45,UO 132,HKE,Dep 12:46,KHH,T1,H,18,2023-09-05 12:46:00,2023-09-05 12:45:00,1.0
2023-09-05,12:45,TG 601,THA,Dep 13:30,BKK,T1,H,40,2023-09-05 13:30:00,2023-09-05 12:45:00,45.0
2023-09-05,12:50,CA 104,CCA,Dep 12:39,TSN,T1,J,66,2023-09-05 12:39:00,2023-09-05 12:50:00,-11.0
2023-09-05,12:50,MU 5018,CES,Dep 12:51,SHA,T1,J,36,2023-09-05 12:51:00,2023-09-05 12:50:00,1.0
2023-09-05,12:55,ZH 9092,CSZ,Dep 13:04,JJN,T1,G,50,2023-09-05 13:04:00,2023-09-05 12:55:00,9.0
2023-09-05,13:00,UO 646,HKE,Dep 12:58,NRT,T1,H,13,2023-09-05 12:58:00,2023-09-05 13:00:00,-2.0
2023-09-05,13:05,CX 346,CPA,Dep 13:14,SHA,T1,A,48,2023-09-05 13:14:00,2023-09-05 13:05:00,9.0
2023-09-05,13:05,GS 7964,GCR,Dep 12:53,TSN,T1,G,520,2023-09-05 12:53:00,2023-09-05 13:05:00,-12.0
2023-09-05,13:10,HX 246,CRK,Dep 12:58,PVG,T1,K,16,2023-09-05 12:58:00,2023-09-05 13:10:00,-12.0
2023-09-05,13:10,CX 157,CPA,Dep 14:14,BNE,T1,C,47,2023-09-05 14:14:00,2023-09-05 13:10:00,64.0
2023-09-05,13:10,CX 253,CPA,Dep 13:31,LHR,T1,C,49,2023-09-05 13:31:00,2023-09-05 13:10:00,21.0
2023-09-05,13:10,CX 2474,CPA,Dep 13:13,TPE,T1,C,19,2023-09-05 13:13:00,2023-09-05 13:10:00,3.0
2023-09-05,13:20,9C 8716,CQH,Dep 13:13,PVG,T1,D,10,2023-09-05 13:13:00,2023-09-05 13:20:00,-7.0
2023-09-05,13:25,UO 700,HKE,Dep 13:45,BKK,T1,H,20,2023-09-05 13:45:00,2023-09-05 13:25:00,20.0
2023-09-05,13:35,CX 928,CPA,Dep 13:55,CKG,T1,A,14,2023-09-05 13:55:00,2023-09-05 13:35:00,20.0
2023-09-05,13:40,BR 868,EVA,Dep 13:39,TPE,T1,E,34,2023-09-05 13:39:00,2023-09-05 13:40:00,-1.0
2023-09-05,13:40,CX 360,CPA,Dep 13:37,PVG,T1,A,2,2023-09-05 13:37:00,2023-09-05 13:40:00,-3.0
2023-09-05,13:40,SC 4790,CDG,Dep 13:32,TNA,T1,J,524,2023-09-05 13:32:00,2023-09-05 13:40:00,-8.0
2023-09-05,13:50,AK 236,AXM,Dep 13:47,BKI,T1,L,8,2023-09-05 13:47:00,2023-09-05 13:50:00,-3.0
2023-09-05,13:50,CZ 310,CSN,Dep 13:38,PKX,T1,J,43,2023-09-05 13:38:00,2023-09-05 13:50:00,-12.0
2023-09-05,13:55,CI 910,CAL,Dep 14:03,TPE,T1,F,35,2023-09-05 14:03:00,2023-09-05 13:55:00,8.0
2023-09-05,13:55,UO 172,HKE,Dep 13:52,RMQ,T1,H,522,2023-09-05 13:52:00,2023-09-05 13:55:00,-3.0
2023-09-05,14:00,TW 9118,TWB,Dep 14:07,ICN,T1,G,60,2023-09-05 14:07:00,2023-09-05 14:00:00,7.0
2023-09-05,14:00,CX 392,CPA,Dep 14:14,PEK,T1,A,29,2023-09-05 14:14:00,2023-09-05 14:00:00,14.0
2023-09-05,14:00,UO 650,HKE,Dep 13:59,NRT,T1,H,44,2023-09-05 13:59:00,2023-09-05 14:00:00,-1.0
2023-09-05,14:05,CX 919,CPA,Dep 14:24,MNL,T1,C,65,2023-09-05 14:24:00,2023-09-05 14:05:00,19.0
2023-09-05,14:10,CX 779,CPA,Dep 14:34,SUB,T1,C,63,2023-09-05 14:34:00,2023-09-05 14:10:00,24.0
2023-09-05,14:20,HX 216,CRK,Dep 14:06,NKG,T1,K,17,2023-09-05 14:06:00,2023-09-05 14:20:00,-14.0
2023-09-05,14:25,CX 418,CPA,Dep 14:26,ICN,T1,C,31,2023-09-05 14:26:00,2023-09-05 14:25:00,1.0
2023-09-05,14:25,CX 751,CPA,Dep 14:35,BKK,T1,A,25,2023-09-05 14:35:00,2023-09-05 14:25:00,10.0
2023-09-05,14:30,VN 593,HVN,Dep 14:40,HAN,T1,D,46,2023-09-05 14:40:00,2023-09-05 14:30:00,10.0
2023-09-05,14:35,CA 112,CCA,Dep 14:37,PEK,T1,J,70,2023-09-05 14:37:00,2023-09-05 14:35:00,2.0
2023-09-05,14:35,HX 612,CRK,Dep 14:47,KIX,T1,K,16,2023-09-05 14:47:00,2023-09-05 14:35:00,12.0
2023-09-05,14:35,MH 073,MAS,Dep 15:52,KUL,T1,E,31,2023-09-05 15:52:00,2023-09-05 14:35:00,77.0
2023-09-05,14:45,UO 114,HKE,Dep 14:50,TPE,T1,H,520,2023-09-05 14:50:00,2023-09-05 14:45:00,5.0
2023-09-05,14:55,CX 171,CPA,Dep 15:18,PER,T1,C,28,2023-09-05 15:18:00,2023-09-05 14:55:00,23.0
2023-09-05,14:55,UO 688,HKE,Dep 14:53,KIX,T1,H,523,2023-09-05 14:53:00,2023-09-05 14:55:00,-2.0
2023-09-05,15:00,CX 380,CPA,Dep 15:04,PVG,T1,A,42,2023-09-05 15:04:00,2023-09-05 15:00:00,4.0
2023-09-05,15:05,NH 860,ANA,Dep 15:04,HND,T1,E,24,2023-09-05 15:04:00,2023-09-05 15:05:00,-1.0
2023-09-05,15:05,MU 508,CES,Dep 15:16,PVG,T1,J,34,2023-09-05 15:16:00,2023-09-05 15:05:00,11.0
2023-09-05,15:10,CX 500,CPA,Dep 15:08,NRT,T1,A,27,2023-09-05 15:08:00,2023-09-05 15:10:00,-2.0
2023-09-05,15:15,JL 026,JAL,Dep 15:16,HND,T1,G,6,2023-09-05 15:16:00,2023-09-05 15:15:00,1.0
2023-09-05,15:15,OD 606,MXD,Dep 15:58,KUL,T1,G,29,2023-09-05 15:58:00,2023-09-05 15:15:00,43.0
2023-09-05,15:20,VN 595,HVN,Dep 15:24,SGN,T1,D,11,2023-09-05 15:24:00,2023-09-05 15:20:00,4.0
2023-09-05,15:25,CA 420,CCA,Dep 15:24,CKG,T1,J,7,2023-09-05 15:24:00,2023-09-05 15:25:00,-1.0
2023-09-05,15:25,BR 870,EVA,Dep 15:37,TPE,T1,E,35,2023-09-05 15:37:00,2023-09-05 15:25:00,12.0
2023-09-05,15:25,CX 799,CPA,Dep 15:37,SGN,T1,C,1,2023-09-05 15:37:00,2023-09-05 15:25:00,12.0
2023-09-05,15:30,HX 610,CRK,Dep 15:44,NRT,T1,K,50,2023-09-05 15:44:00,2023-09-05 15:30:00,14.0
2023-09-05,15:35,CA 766,CCA,Dep 15:26,INC,T1,J,66,2023-09-05 15:26:00,2023-09-05 15:35:00,-9.0
2023-09-05,15:35,HX 238,CRK,Dep 16:16,SHA,T1,K,70,2023-09-05 16:16:00,2023-09-05 15:35:00,41.0
2023-09-05,15:35,FD 501,AIQ,Dep 15:36,DMK,T1,L,8,2023-09-05 15:36:00,2023-09-05 15:35:00,1.0
2023-09-05,15:40,SQ 893,SIA,Dep 15:49,SIN,T1,F,23,2023-09-05 15:49:00,2023-09-05 15:40:00,9.0
2023-09-05,15:45,CX 472,CPA,Dep 15:45,TPE,T1,C,62,2023-09-05 15:45:00,2023-09-05 15:45:00,0.0
2023-09-05,15:45,CX 719,CPA,Dep 15:50,CGK,T1,C,71,2023-09-05 15:50:00,2023-09-05 15:45:00,5.0
2023-09-05,15:50,HX 312,CRK,Dep 16:43,PEK,T1,K,19,2023-09-05 16:43:00,2023-09-05 15:50:00,53.0
2023-09-05,15:55,CX 701,CPA,Dep 16:01,BKK,T1,A,45,2023-09-05 16:01:00,2023-09-05 15:55:00,6.0
2023-09-05,16:00,MU 504,CES,Dep 16:05,PVG,T1,J,18,2023-09-05 16:05:00,2023-09-05 16:00:00,5.0
2023-09-05,16:05,CX 810,CPA,Dep 16:32,YVR,T1,A,41,2023-09-05 16:32:00,2023-09-05 16:05:00,27.0
2023-09-05,16:10,CX 729,CPA,Dep 16:15,KUL,T1,C,63,2023-09-05 16:15:00,2023-09-05 16:10:00,5.0
2023-09-05,16:15,PG 806,BKP,Dep 16:15,USM,T1,G,17,2023-09-05 16:15:00,2023-09-05 16:15:00,0.0
2023-09-05,16:15,ET 644,ETH,Dep 16:00,MNL,T1,,44,2023-09-05 16:00:00,2023-09-05 16:15:00,-15.0
2023-09-05,16:15,CX 840,CPA,Dep 16:22,JFK,T1,C,3,2023-09-05 16:22:00,2023-09-05 16:15:00,7.0
2023-09-05,16:20,CX 542,CPA,Dep 16:40,HND,T1,A,36,2023-09-05 16:40:00,2023-09-05 16:20:00,20.0
2023-09-05,16:25,CX 416,CPA,Dep 16:28,ICN,T1,C,67,2023-09-05 16:28:00,2023-09-05 16:25:00,3.0
2023-09-05,16:25,UO 558,HKE,Dep 16:27,DAD,T1,H,60,2023-09-05 16:27:00,2023-09-05 16:25:00,2.0
2023-09-05,16:30,CX 502,CPA,Dep 16:32,KIX,T1,A,30,2023-09-05 16:32:00,2023-09-05 16:30:00,2.0
2023-09-05,16:35,CX 903,CPA,Dep 16:48,MNL,T1,C,15,2023-09-05 16:48:00,2023-09-05 16:35:00,13.0
2023-09-05,16:40,CX 711,CPA,Dep 16:42,SIN,T1,C,48,2023-09-05 16:42:00,2023-09-05 16:40:00,2.0
2023-09-05,16:45,CI 932,CAL,Dep 16:44,KHH,T1,F,35,2023-09-05 16:44:00,2023-09-05 16:45:00,-1.0
2023-09-05,16:45,UO 744,HKE,Dep 16:49,CNX,T1,H,16,2023-09-05 16:49:00,2023-09-05 16:45:00,4.0
2023-09-05,16:50,CX 458,CPA,Dep 16:46,KHH,T1,C,65,2023-09-05 16:46:00,2023-09-05 16:50:00,-4.0
2023-09-05,16:50,CX 743,CPA,Dep 16:55,HAN,T1,C,46,2023-09-05 16:55:00,2023-09-05 16:50:00,5.0
2023-09-05,16:50,UO 626,HKE,Dep 16:47,ICN,T1,H,34,2023-09-05 16:47:00,2023-09-05 16:50:00,-3.0
2023-09-05,16:55,CA 106,CCA,Dep 16:51,DLC,T1,J,511,2023-09-05 16:51:00,2023-09-05 16:55:00,-4.0
2023-09-05,16:55,HX 773,CRK,Dep 17:42,BKK,T1,K,18,2023-09-05 17:42:00,2023-09-05 16:55:00,47.0
2023-09-05,16:55,UO 702,HKE,Dep 17:03,BKK,T1,H,14,2023-09-05 17:03:00,2023-09-05 16:55:00,8.0
2023-09-05,17:00,MU 596,CES,Dep 17:19,HGH,T1,J,42,2023-09-05 17:19:00,2023-09-05 17:00:00,19.0
2023-09-05,17:05,MU 734,CES,Dep 17:08,KMG,T1,J,43,2023-09-05 17:08:00,2023-09-05 17:05:00,3.0
2023-09-05,17:10,CI 916,CAL,Dep 17:10,TPE,T1,F,31,2023-09-05 17:10:00,2023-09-05 17:10:00,0.0
2023-09-05,17:20,CX 826,CPA,Dep 17:42,YYZ,T1,A,64,2023-09-05 17:42:00,2023-09-05 17:20:00,22.0
2023-09-05,17:25,CA 428,CCA,Dep 17:11,TFU,T1,J,66,2023-09-05 17:11:00,2023-09-05 17:25:00,-14.0
2023-09-05,17:25,CX 364,CPA,Dep 17:22,PVG,T1,A,24,2023-09-05 17:22:00,2023-09-05 17:25:00,-3.0
2023-09-05,17:30,CA 110,CCA,Dep 17:28,PEK,T1,J,45,2023-09-05 17:28:00,2023-09-05 17:30:00,-2.0
2023-09-05,17:30,CX 731,CPA,Dep 17:27,DXB,T1,C,2,2023-09-05 17:27:00,2023-09-05 17:30:00,-3.0
2023-09-05,17:30,GJ 8054,CDC,Dep 17:34,HGH,T1,K,522,2023-09-05 17:34:00,2023-09-05 17:30:00,4.0
2023-09-05,17:35,UO 622,HKE,Dep 17:35,HND,T1,H,8,2023-09-05 17:35:00,2023-09-05 17:35:00,0.0
2023-09-05,17:40,HB 683,HGB,Dep 17:40,BKK,T1,D,10,2023-09-05 17:40:00,2023-09-05 17:40:00,0.0
2023-09-05,17:45,NZ 080,ANZ,Dep 18:00,AKL,T1,G,7,2023-09-05 18:00:00,2023-09-05 17:45:00,15.0
2023-09-05,17:45,CX 695,CPA,Dep 18:10,DEL,T1,C,49,2023-09-05 18:10:00,2023-09-05 17:45:00,25.0
2023-09-05,17:45,CX 978,CPA,Dep 18:36,XMN,T1,C,46,2023-09-05 18:36:00,2023-09-05 17:45:00,51.0
2023-09-05,17:50,9C 8922,CQH,Dep 17:53,PVG,T1,D,17,2023-09-05 17:53:00,2023-09-05 17:50:00,3.0
2023-09-05,17:50,CX 990,CPA,Dep 18:23,FOC,T1,C,3,2023-09-05 18:23:00,2023-09-05 17:50:00,33.0
2023-09-05,17:55,HU 704,CHH,Dep 17:42,HAK,T1,K,520,2023-09-05 17:42:00,2023-09-05 17:55:00,-13.0
2023-09-05,18:00,AC 008,ACA,Dep 18:13,YVR,T1,D,6,2023-09-05 18:13:00,2023-09-05 18:00:00,13.0
2023-09-05,18:05,MU 5016,CES,Dep 18:04,PKX,T1,J,47,2023-09-05 18:04:00,2023-09-05 18:05:00,-1.0
2023-09-05,18:15,MU 2090,CES,Dep 18:25,NGB,T1,J,70,2023-09-05 18:25:00,2023-09-05 18:15:00,10.0
2023-09-05,18:15,CX 402,CPA,Dep 18:18,TPE,T1,C,28,2023-09-05 18:18:00,2023-09-05 18:15:00,3.0
2023-09-05,18:15,Z2 1265,APG,Dep 18:10,MNL,T1,L,36,2023-09-05 18:10:00,2023-09-05 18:15:00,-5.0
2023-09-05,18:20,VJ 985,VJC,Dep 18:13,PQC,T1,D,15,2023-09-05 18:13:00,2023-09-05 18:20:00,-7.0
2023-09-05,18:25,CX 812,CPA,Dep 18:35,BOS,T1,C,41,2023-09-05 18:35:00,2023-09-05 18:25:00,10.0
2023-09-05,18:30,PR 307,PAL,Dep 18:48,MNL,T1,F,35,2023-09-05 18:48:00,2023-09-05 18:30:00,18.0
2023-09-05,18:30,HX 282,CRK,Dep 18:36,TPE,T1,K,16,2023-09-05 18:36:00,2023-09-05 18:30:00,6.0
2023-09-05,18:35,CX 703,CPA,Dep 18:33,BKK,T1,C,1,2023-09-05 18:33:00,2023-09-05 18:35:00,-2.0
2023-09-05,18:35,UO 116,HKE,Dep 18:24,TPE,T1,H,513,2023-09-05 18:24:00,2023-09-05 18:35:00,-11.0
2023-09-05,18:45,RA 410,RNA,Dep 19:38,KTM,T1,E,7,2023-09-05 19:38:00,2023-09-05 18:45:00,53.0
2023-09-05,18:50,SQ 895,SIA,Dep 19:19,SIN,T1,F,23,2023-09-05 19:19:00,2023-09-05 18:50:00,29.0
2023-09-05,18:50,FM 810,CSH,Dep 18:50,SHA,T1,J,42,2023-09-05 18:50:00,2023-09-05 18:50:00,0.0
2023-09-05,18:50,3U 3960,CSC,Dep 19:02,TFU,T1,J,40,2023-09-05 19:02:00,2023-09-05 18:50:00,12.0
2023-09-05,18:50,MF 8652,CXA,Dep 22:26,FOC,T1,J,,2023-09-05 22:26:00,2023-09-05 18:50:00,216.0
2023-09-05,18:55,AK 137,AXM,Dep 18:51,KUL,T1,L,8,2023-09-05 18:51:00,2023-09-05 18:55:00,-4.0
2023-09-05,19:00,CX 344,CPA,Dep 19:02,PEK,T1,C,69,2023-09-05 19:02:00,2023-09-05 19:00:00,2.0
2023-09-05,19:00,HB 661,HGB,Dep 19:00,SGN,T1,D,11,2023-09-05 19:00:00,2023-09-05 19:00:00,0.0
2023-09-05,19:05,CX 797,CPA,Dep 19:09,CGK,T1,C,25,2023-09-05 19:09:00,2023-09-05 19:05:00,4.0
2023-09-05,19:10,CX 362,CPA,Dep 20:02,PVG,T1,C,48,2023-09-05 20:02:00,2023-09-05 19:10:00,52.0
2023-09-05,19:15,CX 916,CPA,Dep 19:15,TFU,T1,C,20,2023-09-05 19:15:00,2023-09-05 19:15:00,0.0
2023-09-05,19:25,5J 113,CEB,Dep 19:53,MNL,T1,L,50,2023-09-05 19:53:00,2023-09-05 19:25:00,28.0
2023-09-05,19:30,QR 817,QTR,Dep 19:29,DOH,T1,E,9,2023-09-05 19:29:00,2023-09-05 19:30:00,-1.0
2023-09-05,19:30,QF 128,QFA,Dep 20:13,SYD,T1,J,6,2023-09-05 20:13:00,2023-09-05 19:30:00,43.0
2023-09-05,19:35,BR 872,EVA,Dep 19:42,TPE,T1,E,31,2023-09-05 19:42:00,2023-09-05 19:35:00,7.0
2023-09-05,19:35,CX 603,CPA,Dep 19:33,KTM,T1,C,43,2023-09-05 19:33:00,2023-09-05 19:35:00,-2.0
2023-09-05,19:45,UO 226,HKE,Dep 19:36,NGB,T1,H,44,2023-09-05 19:36:00,2023-09-05 19:45:00,-9.0
2023-09-05,19:50,VJ 877,VJC,Dep 20:09,SGN,T1,D,70,2023-09-05 20:09:00,2023-09-05 19:50:00,19.0
2023-09-05,19:55,AK 238,AXM,Dep 20:24,BKI,T1,L,11,2023-09-05 20:24:00,2023-09-05 19:55:00,29.0
2023-09-05,20:05,TG 639,THA,Dep 20:10,BKK,T1,H,41,2023-09-05 20:10:00,2023-09-05 20:05:00,5.0
2023-09-05,20:05,MU 506,CES,Dep 20:36,PVG,T1,J,35,2023-09-05 20:36:00,2023-09-05 20:05:00,31.0
2023-09-05,20:05,FD 525,AIQ,Dep 20:01,HKT,T1,L,8,2023-09-05 20:01:00,2023-09-05 20:05:00,-4.0
2023-09-05,20:10,CI 920,CAL,Dep 20:01,TPE,T1,F,28,2023-09-05 20:01:00,2023-09-05 20:10:00,-9.0
2023-09-05,20:10,CX 988,CPA,Dep 20:12,CAN,T1,C,3,2023-09-05 20:12:00,2023-09-05 20:10:00,2.0
2023-09-05,20:10,UO 764,HKE,Dep 20:08,HKT,T1,H,71,2023-09-05 20:08:00,2023-09-05 20:10:00,-2.0
2023-09-05,20:30,CX 679,CPA,Dep 22:05,DEL,T1,C,26,2023-09-05 22:05:00,2023-09-05 20:30:00,95.0
2023-09-05,20:35,AY 100,FIN,Dep 20:43,HEL,T1,J,27,2023-09-05 20:43:00,2023-09-05 20:35:00,8.0
2023-09-05,20:45,CX 663,CPA,Dep 20:47,BOM,T1,C,65,2023-09-05 20:47:00,2023-09-05 20:45:00,2.0
2023-09-05,20:45,CX 715,CPA,Dep 20:52,SIN,T1,C,62,2023-09-05 20:52:00,2023-09-05 20:45:00,7.0
2023-09-05,20:45,TG 607,THA,Dep 21:08,BKK,T1,H,46,2023-09-05 21:08:00,2023-09-05 20:45:00,23.0
2023-09-05,21:05,HX 128,CRK,Dep 20:54,HGH,T1,K,17,2023-09-05 20:54:00,2023-09-05 21:05:00,-11.0
2023-09-05,21:10,BR 858,EVA,Dep 21:20,TPE,T1,E,31,2023-09-05 21:20:00,2023-09-05 21:10:00,10.0
2023-09-05,21:10,CX 113,CPA,Dep 21:18,AKL,T1,C,2,2023-09-05 21:18:00,2023-09-05 21:10:00,8.0
2023-09-05,21:15,CI 924,CAL,Dep 21:15,TPE,T1,F,40,2023-09-05 21:15:00,2023-09-05 21:15:00,0.0
2023-09-05,21:15,CX 623,CPA,Dep 22:17,BLR,T1,C,71,2023-09-05 22:17:00,2023-09-05 21:15:00,62.0
2023-09-05,21:20,HX 234,CRK,Dep 21:15,PVG,T1,K,16,2023-09-05 21:15:00,2023-09-05 21:20:00,-5.0
2023-09-05,21:25,AK 131,AXM,Dep 21:18,KUL,T1,L,8,2023-09-05 21:18:00,2023-09-05 21:25:00,-7.0
2023-09-05,21:30,EK 385,UAE,Dep 21:44,"BKK, DXB",T1,G,60,2023-09-05 21:44:00,2023-09-05 21:30:00,14.0
2023-09-05,21:40,CX 448,CPA,Dep 21:31,KHH,T1,A,13,2023-09-05 21:31:00,2023-09-05 21:40:00,-9.0
2023-09-05,21:55,CX 939,CPA,Dep 22:20,MNL,T1,A,47,2023-09-05 22:20:00,2023-09-05 21:55:00,25.0
2023-09-05,21:55,QF 030,QFA,Dep 22:09,MEL,T1,J,9,2023-09-05 22:09:00,2023-09-05 21:55:00,14.0
2023-09-05,22:05,AF 185,AFR,Dep 22:10,CDG,T1,D,34,2023-09-05 22:10:00,2023-09-05 22:05:00,5.0
2023-09-05,22:05,5J 115,CEB,Dep 22:10,MNL,T1,L,11,2023-09-05 22:10:00,2023-09-05 22:05:00,5.0
2023-09-05,22:10,FD 503,AIQ,Dep 21:59,DMK,T1,L,17,2023-09-05 21:59:00,2023-09-05 22:10:00,-11.0
2023-09-05,22:15,CX 251,CPA,Dep 22:33,LHR,T1,C,48,2023-09-05 22:33:00,2023-09-05 22:15:00,18.0
2023-09-05,22:25,LX 139,SWR,Dep 23:03,ZRH,T1,F,29,2023-09-05 23:03:00,2023-09-05 22:25:00,38.0
2023-09-05,22:30,5J 121,CEB,Dep 22:28,CRK,T1,L,10,2023-09-05 22:28:00,2023-09-05 22:30:00,-2.0
2023-09-05,22:30,UA 878,UAL,Dep 22:38,SFO,T1,G,24,2023-09-05 22:38:00,2023-09-05 22:30:00,8.0
2023-09-05,22:45,CX 271,CPA,Dep 23:04,AMS,T1,A,33,2023-09-05 23:04:00,2023-09-05 22:45:00,19.0
2023-09-05,22:45,HX 761,CRK,Dep 22:35,BKK,T1,K,21,2023-09-05 22:35:00,2023-09-05 22:45:00,-10.0
2023-09-05,22:50,CX 261,CPA,Dep 23:20,CDG,T1,C,35,2023-09-05 23:20:00,2023-09-05 22:50:00,30.0
2023-09-05,22:50,CX 408,CPA,Dep 22:57,TPE,T1,A,70,2023-09-05 22:57:00,2023-09-05 22:50:00,7.0
2023-09-05,22:55,CX 255,CPA,Dep 23:32,LHR,T1,C,63,2023-09-05 23:32:00,2023-09-05 22:55:00,37.0
2023-09-05,22:55,CX 667,CPA,Dep 23:25,DAC,T1,C,26,2023-09-05 23:25:00,2023-09-05 22:55:00,30.0
2023-09-05,23:00,CX 383,CPA,Dep 23:14,ZRH,T1,C,64,2023-09-05 23:14:00,2023-09-05 23:00:00,14.0
2023-09-05,23:00,TK 071,THY,Dep 23:24,IST,T1,D,31,2023-09-05 23:24:00,2023-09-05 23:00:00,24.0
2023-09-05,23:10,BA 032,BAW,Dep 23:13,LHR,T1,J,28,2023-09-05 23:13:00,2023-09-05 23:10:00,3.0
2023-09-05,23:20,BA 028,BAW,Dep 23:21,LHR,T1,J,30,2023-09-05 23:21:00,2023-09-05 23:20:00,1.0
2023-09-05,23:25,CX 289,CPA,Dep 00:42 (06/09/2023),FRA,T1,C,43,2023-09-06 00:42:00,2023-09-05 23:25:00,77.0
2023-09-05,23:25,LH 797,DLH,Dep 23:26,FRA,T1,F,27,2023-09-05 23:26:00,2023-09-05 23:25:00,1.0
2023-09-05,23:55,CX 101,CPA,Dep 02:07 (06/09/2023),SYD,T1,A,5,2023-09-06 02:07:00,2023-09-05 23:55:00,132.0
2023-09-05,23:55,UO 624,HKE,Dep 23:59,HND,T1,H,10,2023-09-05 23:59:00,2023-09-05 23:55:00,4.0
2023-09-06,00:05,CX 315,CPA,Dep 01:04,MAD,T1,BC,50,2023-09-06 01:04:00,2023-09-06 00:05:00,59.0
2023-09-06,00:05,CX 880,CPA,Dep 00:27,LAX,T1,A,8,2023-09-06 00:27:00,2023-09-06 00:05:00,22.0
2023-09-06,00:20,CX 105,CPA,Dep 00:14,MEL,T1,A,9,2023-09-06 00:14:00,2023-09-06 00:20:00,-6.0
2023-09-06,00:25,ET 645,ETH,Dep 00:37,ADD,T1,D,6,2023-09-06 00:37:00,2023-09-06 00:25:00,12.0
2023-09-06,00:25,QR 815,QTR,Dep 00:20,DOH,T1,E,46,2023-09-06 00:20:00,2023-09-06 00:25:00,-5.0
2023-09-06,00:30,OZ 746,AAR,Dep 00:35,ICN,T1,E,34,2023-09-06 00:35:00,2023-09-06 00:30:00,5.0
